,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
2474,Gallantt Metal Limited,GALLANTT,GALLANTT METAL LTD.,Active,B ,10.00,INE297H01019,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
2475,Malu Paper Mills Limited,MALUPAPER,MALU PAPER MILLS LTD.,Active,B ,10.00,INE383H01017,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
2476,Uttam Sugar Mills Ltd,UTTAMSUGAR,UTTAM SUGAR MILLS LTD.,Active,B ,10.00,INE786F01031,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
2477,STL Global Ltd,SGL,STL GLOBAL LTD.,Active,B ,10.00,INE353H01010,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2478,ROHIT FERRO-TECH LTD.,ROHITFERRO,ROHIT FERRO-TECH LTD.,Active,B ,10.00,INE248H01012,Metals & Mining,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
2479,Kewal Kiran Clothing Ltd.,KKCL,KEWAL KIRAN CLOTHING LTD.,Active,B ,10.00,INE401H01017,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
2480,SUN TV NETWORK LIMITED,SUNTV,SUN TV NETWORK LTD.,Active,A ,5.00,INE424H01027,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2481,GODAWARI POWER AND ISPAT LTD.,GPIL,GODAWARI POWER & ISPAT LTD.,Active,A ,5.00,INE177H01021,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
2482,R Systems International Limited,RSYSTEMINT,R Systems International Limited,Active,B ,1.00,INE411H01032,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2483,Emkay Global Financial Services Ltd,EMKAY,EMKAY GLOBAL FINANCIAL SERVICES LTD.,Active,B ,10.00,INE296H01011,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
2484,Tantia Constructions Limited,TANTIACONS,TANTIA CONSTRUCTIONS LTD.,Active,Z ,10.00,INE388G01018,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2485,Lokesh Machines Limited,LOKESHMACH,LOKESH MACHINES LTD.,Active,B ,10.00,INE397H01017,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Equipments,
2486,Kamdhenu Limited,KAMDHENU,Kamdhenu Ltd,Active,B ,10.00,INE390H01012,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
2487,PAUSHAK LIMITED (formerly known as Darshak Limited),PAUSHAKLTD,PAUSHAK LTD.,Active,A ,10.00,INE111F01016,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
2488,GTN Textiles Ltd. (formerly known as GTN Industries Ltd.),GTNTEX,GTN TEXTILES LTD.,Active,X ,10.00,INE302H01017,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2489,Inditrade Capital Limited,INDICAP,Inditrade Capital Limited,Active,X ,10.00,INE347H01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services,
2490,Prime Focus Limited,PFOCUS,PRIME FOCUS LTD.,Active,B ,1.00,INE367G01038,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition",
2491,Allcargo Logistics Ltd,ALLCARGO,ALLCARGO LOGISTICS LTD.,Active,A ,2.00,INE418H01029,Services,Equity,Services,Services,Transport Services,Logistics Solution Provider,
2492,EASUN REYROLLE LTD.,EASUNREYRL,EASUN REYROLLE LTD.,Active,Z ,2.00,INE268C01029,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Other Electrical Equipment,
2493,GMR Infrastructure Limited,GMRINFRA,GMR INFRASTRUCTURE LTD.,Active,A ,1.00,INE776C01039,Services,Equity,Services,Services,Transport Infrastructure,Airport & Airport services,
2494,Tech Mahindra Limited,TECHM,TECH MAHINDRA LTD.,Active,A ,5.00,INE669C01036,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
2495,Mahindra CIE Automotive Limited,MAHINDCIE,Mahindra CIE Automotive Limited,Active,A ,10.00,INE536H01010,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2496,VOLTAMP TRANSFORMERS LIMITED,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,Active,B ,10.00,INE540H01012,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Heavy Electrical Equipment,
2497,Atlanta Limited,ATLANTA,ATLANTA LTD.,Active,B ,2.00,INE285H01022,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2498,DEEP ENERGY RESOURCES LIMITED,DEEPENR,Deep Energy Resources Ltd,Active,B ,10.00,INE677H01012,Oil- Gas & Consumable Fuels,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Exploration & Production,
2499,HOV Services Limited,HOVS,HOV SERVICES LTD.,Active,B ,10.00,INE596H01014,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2500,Action Construction Equipments Ltd.,ACE,ACTION CONSTRUCTION EQUIPMENT LTD.,Active,A ,2.00,INE731H01025,Capital ods,Equity,Industrials,Capital ods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,
2501,GeeCee Ventures Limited,GEECEE,GeeCee Ventures Limited,Active,B ,10.00,INE916G01016,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2502,Richa Industries Limited,RICHAIND,RICHA INDUSTRIES LTD.,Active,Z ,10.00,INE516H01012,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2503,Gayatri Projects Limited,GAYAPROJ,GAYATRI PROJECTS LTD.,Active,B ,2.00,INE336H01023,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2504,FIEM INDUSTRIES LIMITED,FIEMIND,FIEM INDUSTRIES LTD.,Active,B ,10.00,INE737H01014,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2505,JHS Svendgaard Laboratories Ltd.,JHS,JHS SVENDGAARD LABORATORIES LTD.,Active,B ,10.00,INE544H01014,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Personal Products,Personal Care,
2506,DCB Bank Limited,DCBBANK,DCB Bank Limited,Active,A ,10.00,INE503A01015,Financial Services,Equity,Financial Services,Financial Services,Banks,Private Sector Bank,
2507,Global Vectra Helicorp Ltd.,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,B ,10.00,INE792H01019,Services,Equity,Services,Services,Transport Services,Airline,
2508,Inspirisys Solutions Limited,INSPIRISYS,Inspirisys Solutions Ltd,Active,T ,10.00,INE020G01017,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2509,GTL Infrastructure Limited,GTLINFRA,GTL INFRASTRUCTURE LTD.,Active,B ,10.00,INE221H01019,Telecommunication,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure,
2510,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,B ,2.00,INE637H01024,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2511,Info Edge(India) Ltd.,NAUKRI,INFO EDGE (INDIA) LTD.,Active,A ,10.00,INE663F01024,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail,
2512,TORRENT POWER LIMITED,TORNTPOWER,TORRENT POWER LTD.,Active,A ,10.00,INE813H01021,Power,Equity,Utilities,Power,Power,Electric Utilities,
2513,Parsvnath Developers Ltd.,PARSVNATH,PARSVNATH DEVELOPERS LTD.,Active,B ,5.00,INE561H01026,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2514,SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LTD.,Active,B ,1.00,INE645H01027,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2515,LT Foods Limited,DAAWAT,LT FOODS LTD.,Active,A ,1.00,INE818H01020,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Food Products,Packaged Foods,
2516,Sobha Limited,SOBHA,Sobha Limited,Active,A ,10.00,INE671H01015,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2517,Ruchira Papers Ltd,RUCHIRA,RUCHIRA PAPERS LTD.,Active,B ,10.00,INE803H01014,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
2518,TANLA PLATFORMS LIMITED,TANLA,Tanla Platforms Ltd,Active,A ,1.00,INE483C01032,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Software Products,
2519,Zee Media Corporation Limited,ZEEMEDIA,Zee Media Corporation Limited,Active,B ,1.00,INE966H01019,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2520,Siti Networks Limited,SITINET,Siti Networks Ltd,Active,B ,1.00,INE965H01011,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2521,Lumax Auto Technologies Ltd.,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Active,B ,2.00,INE872H01027,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2522,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,B ,10.00,INE718H01014,Automobile and Auto Components,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments,
2523,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A ,5.00,INE870H01013,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment,
2524,Hubtown Limited,HUBTOWN,HUBTOWN LTD.,Active,B ,10.00,INE703H01016,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2525,TV18 Broadcast Ltd.,TV18BRDCST,TV18 BROADCAST LTD.,Active,A ,2.00,INE886H01027,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2526,Cambridge Technology Enterprises Ltd.,CTE,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.,Active,B ,10.00,INE627H01017,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
2527,Technocraft Industries (India) Ltd.,TIIL,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,Active,B ,10.00,INE545H01011,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
2528,Redington (India) ltd.,REDINGTON,REDINGTON (INDIA) LTD.,Active,A ,2.00,INE891D01026,Services,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors,
2529,AI CHAMPDANY INDUSTRIES LIMITED,AICHAMP,AI CHAMPDANY INDUSTRIES LTD.,Active,XT,5.00,INE768E01024,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Jute & Jute Products,
2530,Cineline India Limited,CINELINE,Cineline India Limited,Active,B ,5.00,INE704H01022,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2531,Pearl Global Industries Limited,PGIL,Pearl Global Industries Limited,Active,B ,10.00,INE940H01014,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
2532,Firstsource Solutions Ltd.,FSL,FIRSTSOURCE SOLUTIONS LTD.,Active,A ,10.00,INE684F01012,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2533,Power Finance Corporation Ltd,PFC,POWER FINANCE CORPORATION LTD.,Active,A ,10.00,INE134E01011,Financial Services,Equity,Financial Services,Financial Services,Finance,Financial Institution,
2534,Ahluwalia Contracts (India) Ltd,AHLUCONT,AHLUWALIA CONTRACTS (INDIA) LTD.,Active,A ,2.00,INE758C01029,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2535,Transwarranty Finance Limited,TFL,TRANSWARRANTY FINANCE LTD.,Active,B ,10.00,INE804H01012,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
2536,C & C Constructions Ltd.,CANDC,C & C CONSTRUCTIONS LTD.,Active,Z ,10.00,INE874H01015,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2537,Indian Bank,INDIANB,INDIAN BANK,Active,A ,10.00,INE562A01011,Financial Services,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
2538,SMS Pharmaceuticals Ltd,SMSPHARMA,SMS PHARMACEUTICALS LTD.,Active,B ,1.00,INE812G01025,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
2539,Oriental Trimex Limited,ORIENTALTL,ORIENTAL TRIMEX LTD.,Active,B ,10.00,INE998H01012,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring",
2540,MindTree  Limited,MINDTREE,MINDTREE LTD.,Active,A ,10.00,INE018I01017,Information Technology,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting,
2541,E-Land Apparel Limited,ELAND,E-Land Apparel Limited,Active,X ,10.00,INE311H01018,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2542,VODAFONE IDEA LIMITED,IDEA,Vodafone Idea Ltd,Active,A ,10.00,INE669E01016,Telecommunication,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services,
2543,Raj Television Network Ltd,RAJTV,RAJ TELEVISION NETWORK LTD.,Active,B ,5.00,INE952H01027,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2544,Page Industries Ltd.,PAGEIND,PAGE INDUSTRIES LTD.,Active,A ,10.00,INE761H01022,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
2545,AMD Industries Ltd,AMDIND,AMD INDUSTRIES LTD.,Active,B ,10.00,INE005I01014,Capital ods,Equity,Industrials,Capital ods,IN070205,Packaging,
2546,LEHAR FOOTWEARS LIMITED,LEHAR,Lehar Footwears Ltd,Active,X ,10.00,INE976H01018,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products,
2547,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1.00,INE006I01046,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
2548,Indiabulls Real Estate Limited,IBREALEST,INDIABULLS REAL ESTATE LTD.,Active,A ,2.00,INE069I01010,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2549,Camlin Fine Sciences Ltd,CAMLINFINE,CAMLIN FINE SCIENCES LTD.,Active,A ,1.00,INE052I01032,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals,
2550,ICRA Limited,ICRA,ICRA LTD.,Active,A ,10.00,INE725G01011,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Ratings,
2551,Dish TV India Limited,DISHTV,DISH TV INDIA LTD.,Active,A ,1.00,INE836F01026,Media- Entertainment & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production,
2552,SAHYADRI INDUSTRIES LTD.,SAHYADRI,SAHYADRI INDUSTRIES LTD.,Active,X ,10.00,INE280H01015,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
2553,Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.,Active,B ,10.00,INE917H01012,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals,
2554,Fortis Healthcare Ltd,FORTIS,FORTIS HEALTHCARE LTD.,Active,A ,10.00,INE061F01013,Healthcare,Equity,Healthcare,Healthcare,Healthcare Services,Hospital,
2555,TGB Banquets and Hotels Limited,TGBHOTELS,TGB BANQUETS AND HOTELS LTD.,Active,B ,10.00,INE797H01018,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts,
2556,HILTON METAL FORGING LIMITED,HILTON,HILTON METAL FORGING LTD.,Active,B ,10.00,INE788H01017,Capital ods,Equity,Industrials,Capital ods,IN070205,Castings & Forgings,
2557,Delta Corp Limited,DELTACORP,DELTA CORP LTD.,Active,A ,1.00,INE124G01033,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation,
2558,MIC Electronics Limited,MIC,MIC ELECTRONICS LTD.,Active,B ,2.00,INE287C01037,Capital ods,Equity,Industrials,Capital ods,Industrial Manufacturing,Industrial Electronics,
2559,Insecticides India Ltd.,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,B ,10.00,INE070I01018,Chemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,
2560,Asahi Songwon Colors Ltd.,ASAHISONG,ASAHI SONGWON COLORS LTD.,Active,B ,10.00,INE228I01012,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments,
2561,Haryana Capfin Ltd.,HARYNACAP,HARYANA CAPFIN LTD.,Active,X ,10.00,INE928H01019,Financial Services,Equity,Financial Services,Financial Services,Finance,Investment Company,
2562,Time Technoplast Limited,TIMETECHNO,TIME TECHNOPLAST LTD.,Active,A ,1.00,INE508G01029,Capital ods,Equity,Industrials,Capital ods,IN070205,Plastic Products - Industrial,
2563,Hinduja Global Solutions Limited,HGS,HINDUJA GLOBAL SOLUTIONS LTD.,Active,A ,10.00,INE170I01016,Services,Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
2564,Nelcast Limited,NELCAST,NELCAST LTD.,Active,B ,2.00,INE189I01024,Capital ods,Equity,Industrials,Capital ods,IN070205,Castings & Forgings,
2565,V2 Retail Limited,V2RETAIL,V2 RETAIL LTD.,Active,B ,10.00,INE945H01013,Consumer Services,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail,
2566,DLF LIMITED,DLF,DLF LTD.,Active,A ,2.00,INE271C01023,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2567,Tarmat Limited,TARMAT,TARMAT LTD.,Active,B ,10.00,INE924H01018,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2568,Ankit Metal  & Power Limited,ANKITMETAL,ANKIT METAL & POWER LTD.,Active,B ,10.00,INE106I01010,Metals & Mining,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel,
2569,Sun Pharma Advanced Research Company Ltd.,SPARC,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.,Active,A ,1.00,INE232I01014,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
2570,Housing Development & Infrastructure  Ltd,HDIL,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.,Active,Z ,10.00,INE191I01012,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2571,Suryachakra Power Corporation Ltd.,SURYACHAKRA,SURYACHAKRA POWER CORPORATION LTD.,Active,Z ,10.00,INE274I01016,Power,Equity,Utilities,Power,Power,Electric Utilities,
2572,Allied Digital Services Limited,ADSL,ALLIED DIGITAL SERVICES LTD.,Active,B ,5.00,INE102I01027,Information Technology,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services,
2573,Alpa Laboratories Limited,ALPA,ALPA LABORATORIES LTD.,Active,B ,10.00,INE385I01010,Healthcare,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals,
2574,Sir Shadi Lal Enterprises Ltd,SSLEL,SIR SHADI LAL ENTERPRISES LTD.,Active,X ,10.00,INE117H01019,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Sugar,
2575,OMAXE LIMITED,OMAXE,OMAXE LTD.,Active,B ,10.00,INE800H01010,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2576,Refex Industries Limited,REFEX,Refex Industries Limited,Active,B ,10.00,INE056I01017,Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases,
2577,Central Bank of India,CENTRALBK,CENTRAL BANK OF INDIA,Active,A ,10.00,INE483A01010,Financial Services,Equity,Financial Services,Financial Services,Banks,Public Sector Bank,
2578,SEL Manufacturing Company Limited,SELMCL,SEL MANUFACTURING COMPANY LTD.,Active,T ,10.00,INE105I01020,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2579,ASIAN GRANITO INDIA LIMITED,ASIANTILES,ASIAN GRANITO INDIA LTD.,Active,B ,10.00,INE022I01019,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring",
2580,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A ,1.00,INE930H01031,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels,
2581,Take Solutions Ltd,TAKE,TAKE SOLUTIONS LTD.,Active,B ,1.00,INE142I01023,Healthcare,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology",
2582,Puravankara Limited,PURVA,Puravankara Ltd,Active,B ,5.00,INE323I01011,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2583,Motilal Oswal Financial Services Limited,MOTILALOFS,MOTILAL OSWAL FINANCIAL SERVICES LTD.,Active,A ,1.00,INE338I01027,Financial Services,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied,
2584,VTM Ltd,VTMLTD,VTM LTD.,Active,X ,1.00,INE222F01029,Textiles,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products,
2585,Indowind Energy Ltd.,INDOWIND,INDOWIND ENERGY LTD.,Active,B ,10.00,INE227G01018,Power,Equity,Utilities,Power,Power,Electric Utilities,
2586,Nagreeka Capital & Infrastructure Limited,NAGREEKCAP,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.,Active,B ,5.00,INE245I01016,Financial Services,Equity,Financial Services,Financial Services,Finance,Investment Company,
2587,MAGNUM VENTURES LIMITED,MAGNUM,MAGNUM VENTURES LTD.,Active,B ,10.00,INE387I01016,Forest Materials,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products,
2588,POWER GRID CORPORATION OF INDIA LIMITED,POWERGRID,POWER GRID CORPORATION OF INDIA LTD.,Active,A ,10.00,INE752E01010,Power,Equity,Utilities,Power,Power,Power - Transmission,
2589,Kaveri Seed Company Ltd,KSCL,KAVERI SEED COMPANY LTD.,Active,A ,2.00,INE455I01029,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Agricultural Food & other Products,Other Agricultural Products,
2590,PAISALO DIGITAL LIMITED,PAISALO,Paisalo Digital Ltd,Active,A ,10.00,INE420C01042,Financial Services,Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC),
2591,Consolidated Construction Consortium Ltd,CCCL,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.,Active,B ,2.00,INE429I01024,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2592,Supreme Infrastructure India Limited,SUPREMEINF,SUPREME INFRASTRUCTURE INDIA LTD.,Active,B ,10.00,INE550H01011,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
2593,MAAN ALUMINIUM LIMITED,MAANALU,MAAN ALUMINIUM LTD.,Active,B ,10.00,INE215I01019,Metals & Mining,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium,
2594,IL&FS Engineering and Construction Company Ltd,IL&FSENGG,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.,Active,Z ,10.00,INE369I01014,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
2595,PARLE INDUSTRIES LIMITED,PARLEIND,Parle Industries Ltd,Active,X ,10.00,INE272G01014,Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services,
2596,Religare Enterprises Ltd,RELIGARE,RELIGARE ENTERPRISES LTD.,Active,A ,10.00,INE621H01010,Financial Services,Equity,Financial Services,Financial Services,Finance,Investment Company,
2597,BARAK VALLEY CEMENTS LIMITED,BVCL,BARAK VALLEY CEMENTS LTD.,Active,T ,10.00,INE139I01011,Construction Materials,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products,
2598,RATHI BARS LIMITED,RATHIBAR,RATHI BARS LTD.,Active,X ,10.00,INE575I01016,Capital ods,Equity,Industrials,Capital ods,IN070205,Iron & Steel Products,
2599,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.,Active,A ,2.00,INE742F01042,Services,Equity,Services,Services,Transport Infrastructure,Port & Port services,
2600,Edelweiss Financial Services Ltd.,EDELWEISS,Edelweiss Financial Services Ltd.,Active,A ,1.00,INE532F01054,Financial Services,Equity,Financial Services,Financial Services,Finance,Holding Company,
2601,RENAISSANCE GLOBAL LIMITED,RGL,Renaissance Global Ltd,Active,B ,10.00,INE722H01016,Consumer Durables,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches",
2602,Kolte-Patil Developers Ltd,KOLTEPATIL,KOLTE-PATIL DEVELOPERS LTD.,Active,A ,10.00,INE094I01018,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2603,Kaushalya Infrastructure Development Corporation Ltd,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,Active,B ,10.00,INE234I01010,Construction,Equity,Industrials,Construction,Construction,Civil Construction,
2604,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1.00,INE668F01031,Fast Moving Consumer ods,Equity,Fast Moving Consumer ods,Fast Moving Consumer ods,Household Products,Household Products,
2605,eClerx Services Limited,ECLERX,ECLERX SERVICES LTD.,Active,A ,10.00,INE738I01010,Services,Equity,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),
2606,Transformers and Rectifiers (India) Limited,TRIL,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.,Active,B ,1.00,INE763I01026,Capital ods,Equity,Industrials,Capital ods,Electrical Equipment,Other Electrical Equipment,
2607,Brigade Enterprises Limited,BRIGADE,BRIGADE ENTERPRISES LTD.,Active,A ,10.00,INE791I01019,Realty,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects",
2608,BGR ENERGY SYSTEMS LIMITED,BGRENERGY,BGR ENERGY SYSTEMS LTD.,Active,B ,10.00,INE661I01014,Construction,Equity,Industrials,Construction,Construction,"Engineering, Designing & Construction",
